Date,Time,Total_trips_from_LGA,Total_trips_to_LGA,5min_saved_time_pickup,5min_saved_rides_pickup,5min_saved_time_dropoff,5min_saved_rides_dropoff,5min_av_per_saved_time_pickup,5min_av_per_saved_rides_pickup,5min_av_per_saved_time_dropoff,5min_av_per_saved_rides_dropoff,5min_av_computation_time_pickup,5min_av_computation_time_dropoff,10min_saved_time_pickup,10min_saved_rides_pickup,10min_saved_time_dropoff,10min_saved_rides_dropoff,10min_av_per_saved_time_pickup,10min_av_per_saved_rides_pickup,10min_av_per_saved_time_dropoff,10min_av_per_saved_rides_dropoff,10min_av_computation_time_pickup,10min_av_computation_time_dropoff
2016-05-31,00:00:00,11222,4322,37776.0000,3659,12908.0000,1256,0.2962,0.3261,0.2736,0.2906,0.0279,0.0124,43334.0000,4188,15572.0000,1505,0.3398,0.3732,0.3300,0.3482,0.0715,0.0202
2016-06-01,00:00:00,10735,4007,35233.0000,3472,11971.0000,1146,0.2914,0.3234,0.2717,0.2860,0.0264,0.0125,40427.0000,3954,14590.0000,1389,0.3344,0.3683,0.3312,0.3466,0.0621,0.0265
2016-06-02,00:00:00,10058,5152,32550.0000,3216,17317.0000,1630,0.2885,0.3197,0.3005,0.3164,0.0256,0.0137,38045.0000,3722,20471.0000,1917,0.3372,0.3701,0.3552,0.3721,0.0585,0.0262
2016-06-03,00:00:00,9268,5535,28665.0000,2847,18883.0000,1802,0.2739,0.3072,0.3050,0.3256,0.0226,0.0153,33806.0000,3328,21981.0000,2082,0.3231,0.3591,0.3550,0.3762,0.0502,0.0288
2016-06-04,00:00:00,5233,2519,13113.0000,1335,5837.0000,584,0.2225,0.2551,0.2137,0.2318,0.0153,0.0097,16211.0000,1634,7639.0000,753,0.2751,0.3122,0.2797,0.2989,0.0270,0.0133
2016-06-05,00:00:00,9489,4303,30905.0000,3034,12555.0000,1220,0.2877,0.3197,0.2663,0.2835,0.0246,0.0125,35832.0000,3503,15729.0000,1523,0.3335,0.3692,0.3336,0.3539,0.0576,0.0204
2016-06-06,00:00:00,13292,5046,47986.0000,4622,15693.0000,1511,0.3178,0.3477,0.2824,0.2994,0.0334,0.0136,53986.0000,5201,19105.0000,1832,0.3575,0.3913,0.3438,0.3631,0.0955,0.0245
2016-06-07,00:00:00,10110,4522,33866.0000,3320,14726.0000,1394,0.2974,0.3284,0.2935,0.3083,0.0252,0.0127,39379.0000,3829,17525.0000,1651,0.3458,0.3787,0.3493,0.3651,0.0617,0.0219
2016-06-08,00:00:00,9878,5056,32271.0000,3167,16810.0000,1604,0.2907,0.3206,0.3020,0.3172,0.0246,0.0139,37605.0000,3671,19751.0000,1871,0.3387,0.3716,0.3548,0.3701,0.0576,0.0240
2016-06-09,00:00:00,10945,6417,36971.0000,3631,23184.0000,2185,0.3015,0.3317,0.3257,0.3405,0.0307,0.0181,42538.0000,4146,26752.0000,2513,0.3469,0.3788,0.3758,0.3916,0.0657,0.0345
2016-06-10,00:00:00,9932,6097,31999.0000,3173,21064.0000,1996,0.2870,0.3195,0.3115,0.3274,0.0249,0.0164,37179.0000,3666,24649.0000,2332,0.3334,0.3691,0.3646,0.3825,0.0567,0.0361
2016-06-11,00:00:00,5456,2660,13812.0000,1399,6473.0000,637,0.2272,0.2564,0.2249,0.2395,0.0152,0.0102,16809.0000,1692,8373.0000,816,0.2765,0.3101,0.2909,0.3068,0.0270,0.0142
2016-06-12,00:00:00,9877,4661,31465.0000,3116,14065.0000,1379,0.2843,0.3155,0.2795,0.2959,0.0248,0.0133,36601.0000,3607,17079.0000,1664,0.3307,0.3652,0.3393,0.3570,0.0601,0.0231
2016-06-13,00:00:00,12029,4905,42084.0000,4077,15894.0000,1510,0.3094,0.3389,0.2937,0.3078,0.0322,0.0162,48057.0000,4627,18749.0000,1773,0.3534,0.3847,0.3464,0.3615,0.0800,0.0228
2016-06-14,00:00:00,10516,4370,35560.0000,3481,13640.0000,1303,0.3012,0.3310,0.2836,0.2982,0.0258,0.0131,41043.0000,3990,16337.0000,1550,0.3477,0.3794,0.3397,0.3547,0.0667,0.0213
2016-06-15,00:00:00,10392,5054,34564.0000,3390,17370.0000,1634,0.2942,0.3262,0.3075,0.3233,0.0254,0.0139,40317.0000,3917,20186.0000,1901,0.3432,0.3769,0.3574,0.3761,0.0621,0.0254
2016-06-16,00:00:00,10161,5752,33878.0000,3329,19978.0000,1889,0.2975,0.3276,0.3105,0.3284,0.0258,0.0144,39233.0000,3840,23363.0000,2194,0.3446,0.3779,0.3631,0.3814,0.0619,0.0283
2016-06-17,00:00:00,9645,6527,29237.0000,2914,23121.0000,2193,0.2698,0.3021,0.3189,0.3360,0.0234,0.0167,34869.0000,3447,26593.0000,2518,0.3218,0.3574,0.3668,0.3858,0.0517,0.0334
2016-06-18,00:00:00,4759,2836,11209.0000,1145,7015.0000,699,0.2119,0.2406,0.2287,0.2465,0.0148,0.0104,14160.0000,1431,9068.0000,888,0.2677,0.3007,0.2956,0.3131,0.0242,0.0147
2016-06-19,00:00:00,9816,4246,31109.0000,3102,12426.0000,1207,0.2806,0.3160,0.2681,0.2843,0.0254,0.0125,36546.0000,3614,15375.0000,1484,0.3296,0.3682,0.3318,0.3495,0.0623,0.0206
2016-06-20,00:00:00,11287,4693,39912.0000,3859,14842.0000,1423,0.3117,0.3419,0.2867,0.3032,0.0276,0.0131,45189.0000,4341,17668.0000,1685,0.3529,0.3846,0.3413,0.3590,0.0739,0.0218
2016-06-21,00:00:00,9054,4342,30100.0000,2935,13368.0000,1289,0.2956,0.3242,0.2811,0.2969,0.0231,0.0163,35037.0000,3388,16264.0000,1549,0.3441,0.3742,0.3419,0.3567,0.0573,0.0206
2016-06-22,00:00:00,10011,5015,33655.0000,3285,16749.0000,1591,0.2979,0.3281,0.3014,0.3172,0.0239,0.0142,38393.0000,3735,19522.0000,1847,0.3398,0.3731,0.3513,0.3683,0.0556,0.0242
2016-06-23,00:00:00,9750,5582,31722.0000,3119,19393.0000,1814,0.2909,0.3199,0.3118,0.3250,0.0241,0.0152,36821.0000,3607,22341.0000,2093,0.3377,0.3699,0.3592,0.3750,0.0563,0.0279
2016-06-24,00:00:00,10458,5711,32669.0000,3256,19322.0000,1840,0.2783,0.3113,0.3050,0.3222,0.0295,0.0174,38238.0000,3782,22628.0000,2144,0.3258,0.3616,0.3572,0.3754,0.0573,0.0280
2016-06-25,00:00:00,5823,2612,15860.0000,1577,5992.0000,594,0.2421,0.2708,0.2101,0.2274,0.0158,0.0100,19049.0000,1894,7671.0000,751,0.2908,0.3253,0.2690,0.2875,0.0291,0.0144
2016-06-26,00:00:00,9958,4754,31509.0000,3099,14719.0000,1418,0.2803,0.3112,0.2824,0.2983,0.0249,0.0129,37116.0000,3651,17429.0000,1676,0.3302,0.3666,0.3343,0.3525,0.0602,0.0219
2016-06-27,00:00:00,11183,5488,37954.0000,3673,18224.0000,1745,0.2983,0.3284,0.2991,0.3180,0.0277,0.0145,43430.0000,4187,21414.0000,2032,0.3414,0.3744,0.3514,0.3703,0.0695,0.0260
2016-06-28,00:00:00,8230,4940,26168.0000,2584,16257.0000,1531,0.2843,0.3140,0.2977,0.3099,0.0211,0.0138,30128.0000,2963,19030.0000,1783,0.3274,0.3600,0.3485,0.3609,0.0448,0.0244
2016-06-29,00:00:00,10016,5446,30565.0000,3041,18304.0000,1725,0.2724,0.3036,0.3051,0.3167,0.0242,0.0150,35838.0000,3541,21558.0000,2026,0.3194,0.3535,0.3594,0.3720,0.0531,0.0272
2016-06-30,00:00:00,8864,5907,26598.0000,2662,20035.0000,1878,0.2676,0.3003,0.3031,0.3179,0.0229,0.0153,31610.0000,3138,23768.0000,2226,0.3180,0.3540,0.3596,0.3768,0.0505,0.0288
