Date,Time,Total_trips_from_LGA,Total_trips_to_LGA,5min_saved_time_pickup,5min_saved_rides_pickup,5min_saved_time_dropoff,5min_saved_rides_dropoff,5min_av_per_saved_time_pickup,5min_av_per_saved_rides_pickup,5min_av_per_saved_time_dropoff,5min_av_per_saved_rides_dropoff,5min_av_computation_time_pickup,5min_av_computation_time_dropoff,10min_saved_time_pickup,10min_saved_rides_pickup,10min_saved_time_dropoff,10min_saved_rides_dropoff,10min_av_per_saved_time_pickup,10min_av_per_saved_rides_pickup,10min_av_per_saved_time_dropoff,10min_av_per_saved_rides_dropoff,10min_av_computation_time_pickup,10min_av_computation_time_dropoff
2015-07-01,00:00:00,7798,5408,23199.0000,2309,18048.0000,1728,0.2648,0.2961,0.3010,0.3195,0.0173,0.0095,27909.0000,2756,21112.0000,2020,0.3186,0.3534,0.3521,0.3735,0.0286,0.0184
2015-07-02,00:00:00,8058,5986,23798.0000,2385,20026.0000,1895,0.2628,0.2960,0.2996,0.3166,0.0136,0.0108,28679.0000,2848,23497.0000,2225,0.3167,0.3534,0.3515,0.3717,0.0304,0.0201
2015-07-03,00:00:00,5111,3610,12848.0000,1300,9725.0000,952,0.2256,0.2544,0.2445,0.2637,0.0099,0.0074,15991.0000,1610,12051.0000,1172,0.2808,0.3150,0.3030,0.3247,0.0176,0.0120
2015-07-04,00:00:00,3435,1726,6517.0000,682,3294.0000,325,0.1697,0.1985,0.1767,0.1883,0.0080,0.0054,8445.0000,874,4410.0000,439,0.2199,0.2544,0.2366,0.2543,0.0133,0.0069
2015-07-05,00:00:00,10525,4254,33167.0000,3341,12582.0000,1227,0.2802,0.3174,0.2711,0.2884,0.0179,0.0078,39056.0000,3910,15243.0000,1482,0.3300,0.3715,0.3284,0.3484,0.0521,0.0130
2015-07-06,00:00:00,12072,4049,39831.0000,3914,11617.0000,1136,0.2902,0.3242,0.2637,0.2806,0.0198,0.0075,46361.0000,4528,14294.0000,1391,0.3378,0.3751,0.3245,0.3435,0.0566,0.0124
2015-07-07,00:00:00,9813,3847,31303.0000,3100,10919.0000,1069,0.2827,0.3159,0.2601,0.2779,0.0159,0.0073,36641.0000,3600,13522.0000,1320,0.3309,0.3669,0.3221,0.3431,0.0401,0.0119
2015-07-08,00:00:00,8866,4021,27881.0000,2749,11877.0000,1131,0.2781,0.3101,0.2656,0.2813,0.0146,0.0075,32827.0000,3214,14422.0000,1367,0.3275,0.3625,0.3225,0.3400,0.0335,0.0124
2015-07-09,00:00:00,8568,5098,26873.0000,2672,16499.0000,1565,0.2813,0.3119,0.2929,0.3070,0.0139,0.0087,31575.0000,3110,19671.0000,1853,0.3305,0.3630,0.3493,0.3635,0.0321,0.0166
2015-07-10,00:00:00,9350,5335,28189.0000,2858,17566.0000,1681,0.2699,0.3057,0.2987,0.3151,0.0155,0.0090,33353.0000,3344,20558.0000,1962,0.3193,0.3576,0.3496,0.3678,0.0360,0.0170
2015-07-11,00:00:00,4740,2612,11280.0000,1155,6298.0000,621,0.2128,0.2437,0.2211,0.2377,0.0089,0.0062,14043.0000,1429,8043.0000,790,0.2649,0.3015,0.2823,0.3025,0.0157,0.0090
2015-07-12,00:00:00,9738,4729,30525.0000,3016,14700.0000,1426,0.2778,0.3097,0.2846,0.3015,0.0197,0.0094,36146.0000,3548,17685.0000,1714,0.3290,0.3643,0.3423,0.3624,0.0456,0.0148
2015-07-13,00:00:00,10606,4610,36180.0000,3499,14686.0000,1393,0.3012,0.3299,0.2857,0.3022,0.0176,0.0081,41577.0000,4008,17540.0000,1656,0.3461,0.3779,0.3412,0.3592,0.0487,0.0149
2015-07-14,00:00:00,9036,4120,29252.0000,2870,12148.0000,1180,0.2872,0.3176,0.2693,0.2864,0.0155,0.0077,34117.0000,3325,14632.0000,1408,0.3350,0.3680,0.3244,0.3417,0.0379,0.0128
2015-07-15,00:00:00,10075,4782,32497.0000,3201,14870.0000,1435,0.2878,0.3177,0.2827,0.3001,0.0161,0.0087,38073.0000,3726,17865.0000,1709,0.3372,0.3698,0.3397,0.3574,0.0415,0.0146
2015-07-16,00:00:00,10298,5818,34007.0000,3350,19706.0000,1862,0.2959,0.3253,0.3061,0.3200,0.0166,0.0098,39174.0000,3845,23120.0000,2176,0.3409,0.3734,0.3591,0.3740,0.0434,0.0197
2015-07-17,00:00:00,8805,5766,27189.0000,2705,19180.0000,1833,0.2757,0.3072,0.2987,0.3179,0.0145,0.0096,32257.0000,3189,22720.0000,2152,0.3271,0.3622,0.3539,0.3732,0.0335,0.0188
2015-07-18,00:00:00,4966,2716,11861.0000,1225,6271.0000,625,0.2142,0.2467,0.2134,0.2301,0.0093,0.0062,14841.0000,1523,8144.0000,809,0.2680,0.3067,0.2772,0.2979,0.0164,0.0090
2015-07-19,00:00:00,10017,5304,31368.0000,3157,16997.0000,1649,0.2788,0.3152,0.2928,0.3109,0.0171,0.0090,36790.0000,3670,20008.0000,1930,0.3270,0.3664,0.3446,0.3639,0.0454,0.0170
2015-07-20,00:00:00,11707,4994,39742.0000,3891,15696.0000,1522,0.2993,0.3324,0.2844,0.3048,0.0218,0.0088,45988.0000,4464,18832.0000,1811,0.3464,0.3813,0.3413,0.3626,0.0569,0.0159
2015-07-21,00:00:00,8839,4403,28978.0000,2822,13533.0000,1299,0.2902,0.3193,0.2802,0.2950,0.0149,0.0080,33393.0000,3227,16338.0000,1562,0.3344,0.3651,0.3382,0.3548,0.0377,0.0135
2015-07-22,00:00:00,9767,5015,31497.0000,3115,15950.0000,1541,0.2863,0.3189,0.2898,0.3073,0.0157,0.0090,36694.0000,3592,18982.0000,1824,0.3335,0.3678,0.3449,0.3637,0.0386,0.0160
2015-07-23,00:00:00,9606,5640,32073.0000,3132,19208.0000,1805,0.2959,0.3260,0.3035,0.3200,0.0159,0.0098,37031.0000,3605,22670.0000,2117,0.3416,0.3753,0.3582,0.3754,0.0435,0.0228
2015-07-24,00:00:00,8369,5652,24865.0000,2472,18520.0000,1768,0.2655,0.2954,0.2972,0.3128,0.0138,0.0095,29552.0000,2917,21708.0000,2080,0.3155,0.3485,0.3483,0.3680,0.0320,0.0186
2015-07-25,00:00:00,5011,2925,12002.0000,1215,7385.0000,722,0.2137,0.2425,0.2310,0.2468,0.0101,0.0064,15123.0000,1508,9439.0000,916,0.2693,0.3009,0.2952,0.3132,0.0166,0.0097
2015-07-26,00:00:00,10029,4687,31675.0000,3139,14242.0000,1393,0.2797,0.3130,0.2802,0.2972,0.0169,0.0082,37216.0000,3665,17258.0000,1680,0.3286,0.3654,0.3395,0.3584,0.0438,0.0145
2015-07-27,00:00:00,11264,4897,38372.0000,3744,15774.0000,1526,0.3016,0.3324,0.2920,0.3116,0.0187,0.0086,44093.0000,4286,18800.0000,1805,0.3465,0.3805,0.3481,0.3686,0.0550,0.0153
2015-07-28,00:00:00,9147,4577,29741.0000,2922,14517.0000,1387,0.2902,0.3194,0.2884,0.3030,0.0148,0.0081,34486.0000,3372,17266.0000,1647,0.3365,0.3686,0.3431,0.3598,0.0361,0.0143
2015-07-29,00:00:00,9138,4824,29822.0000,2914,15524.0000,1479,0.2890,0.3189,0.2895,0.3066,0.0148,0.0087,34677.0000,3368,18517.0000,1759,0.3360,0.3686,0.3453,0.3646,0.0364,0.0156
2015-07-30,00:00:00,8678,5237,27429.0000,2738,16951.0000,1610,0.2834,0.3155,0.2926,0.3074,0.0143,0.0088,31877.0000,3166,20228.0000,1914,0.3294,0.3648,0.3491,0.3655,0.0343,0.0170
2015-07-31,00:00:00,10275,6195,31954.0000,3171,20856.0000,2000,0.2774,0.3086,0.3038,0.3228,0.0205,0.0102,37810.0000,3723,24332.0000,2314,0.3282,0.3623,0.3544,0.3735,0.0407,0.0209
2015-08-01,00:00:00,5622,2796,14628.0000,1489,6626.0000,669,0.2333,0.2649,0.2202,0.2393,0.0118,0.0063,17898.0000,1810,8478.0000,849,0.2854,0.3219,0.2818,0.3036,0.0189,0.0094
2015-08-02,00:00:00,10282,4499,32658.0000,3257,13806.0000,1348,0.2812,0.3168,0.2824,0.2996,0.0297,0.0270,38321.0000,3811,16589.0000,1614,0.3300,0.3706,0.3393,0.3587,0.0752,0.0162
2015-08-03,00:00:00,11298,4603,38793.0000,3781,14268.0000,1375,0.3036,0.3347,0.2815,0.2987,0.0190,0.0083,44186.0000,4287,16984.0000,1636,0.3458,0.3794,0.3351,0.3554,0.0536,0.0144
2015-08-04,00:00:00,9373,4402,30363.0000,2973,13897.0000,1322,0.2859,0.3172,0.2845,0.3003,0.0154,0.0085,35075.0000,3424,16552.0000,1571,0.3303,0.3653,0.3388,0.3569,0.0421,0.0142
2015-08-05,00:00:00,9107,4942,29569.0000,2867,16206.0000,1547,0.2867,0.3148,0.2961,0.3130,0.0149,0.0085,34231.0000,3314,19371.0000,1838,0.3319,0.3639,0.3540,0.3719,0.0356,0.0159
2015-08-06,00:00:00,9545,5688,31234.0000,3064,19884.0000,1872,0.2918,0.3210,0.3131,0.3291,0.0158,0.0095,36107.0000,3522,23134.0000,2172,0.3374,0.3690,0.3643,0.3819,0.0384,0.0191
2015-08-07,00:00:00,8600,5502,25400.0000,2557,18252.0000,1715,0.2653,0.2973,0.2979,0.3117,0.0141,0.0091,30094.0000,3014,21719.0000,2034,0.3143,0.3505,0.3545,0.3697,0.0315,0.0174
2015-08-08,00:00:00,4724,2958,10729.0000,1110,7692.0000,754,0.2028,0.2350,0.2396,0.2549,0.0093,0.0065,13776.0000,1400,9660.0000,942,0.2605,0.2964,0.3009,0.3185,0.0157,0.0095
2015-08-09,00:00:00,9908,4600,31166.0000,3102,14015.0000,1354,0.2792,0.3131,0.2788,0.2943,0.0167,0.0082,36730.0000,3642,17000.0000,1636,0.3290,0.3676,0.3382,0.3557,0.0451,0.0143
2015-08-10,00:00:00,10673,4546,35604.0000,3481,14117.0000,1366,0.2924,0.3262,0.2832,0.3005,0.0176,0.0081,41432.0000,4022,16920.0000,1638,0.3403,0.3768,0.3394,0.3603,0.0477,0.0140
2015-08-11,00:00:00,8860,4066,28108.0000,2778,12092.0000,1142,0.2830,0.3135,0.2693,0.2809,0.0149,0.0074,32707.0000,3212,15116.0000,1417,0.3294,0.3625,0.3367,0.3485,0.0355,0.0123
2015-08-12,00:00:00,9694,4740,30491.0000,3035,15298.0000,1442,0.2799,0.3131,0.2899,0.3042,0.0155,0.0083,35917.0000,3554,17991.0000,1693,0.3297,0.3666,0.3409,0.3572,0.0385,0.0149
2015-08-13,00:00:00,9379,5170,30307.0000,2967,17280.0000,1621,0.2852,0.3163,0.3001,0.3135,0.0152,0.0088,35471.0000,3452,20278.0000,1907,0.3338,0.3681,0.3522,0.3689,0.0373,0.0180
2015-08-14,00:00:00,8621,5196,25576.0000,2567,16713.0000,1588,0.2645,0.2978,0.2906,0.3056,0.0145,0.0089,30479.0000,3031,19991.0000,1894,0.3152,0.3516,0.3476,0.3645,0.0320,0.0165
2015-08-15,00:00:00,5253,2623,13502.0000,1374,5976.0000,588,0.2304,0.2616,0.2106,0.2242,0.0096,0.0064,16248.0000,1650,8057.0000,786,0.2773,0.3141,0.2839,0.2997,0.0181,0.0086
2015-08-16,00:00:00,9934,4135,30344.0000,3052,11995.0000,1169,0.2714,0.3072,0.2654,0.2827,0.0165,0.0076,35778.0000,3574,15121.0000,1455,0.3200,0.3598,0.3346,0.3519,0.0428,0.0128
2015-08-17,00:00:00,10819,4288,35640.0000,3516,12678.0000,1226,0.2928,0.3250,0.2704,0.2859,0.0176,0.0082,41173.0000,4034,15710.0000,1509,0.3382,0.3729,0.3351,0.3519,0.0481,0.0132
2015-08-18,00:00:00,9096,4236,28738.0000,2840,13133.0000,1255,0.2796,0.3122,0.2797,0.2963,0.0148,0.0077,33686.0000,3291,15919.0000,1517,0.3278,0.3618,0.3390,0.3581,0.0353,0.0134
2015-08-19,00:00:00,8960,4838,28445.0000,2815,15884.0000,1515,0.2832,0.3142,0.2972,0.3131,0.0184,0.0088,33219.0000,3259,18634.0000,1778,0.3307,0.3637,0.3487,0.3675,0.0352,0.0157
2015-08-20,00:00:00,8936,4861,27213.0000,2723,15687.0000,1498,0.2728,0.3047,0.2924,0.3082,0.0144,0.0083,32384.0000,3215,18878.0000,1793,0.3246,0.3598,0.3519,0.3689,0.0338,0.0158
2015-08-21,00:00:00,10899,5431,32701.0000,3289,17885.0000,1697,0.2669,0.3018,0.2973,0.3125,0.0174,0.0091,39100.0000,3892,21450.0000,2019,0.3191,0.3571,0.3565,0.3718,0.0431,0.0172
2015-08-22,00:00:00,4765,2373,10462.0000,1104,5383.0000,524,0.1964,0.2317,0.2089,0.2208,0.0093,0.0059,13515.0000,1407,7077.0000,690,0.2538,0.2953,0.2747,0.2908,0.0159,0.0084
2015-08-23,00:00:00,9727,4495,30045.0000,3044,13884.0000,1341,0.2747,0.3129,0.2827,0.2983,0.0164,0.0080,35257.0000,3543,16632.0000,1599,0.3224,0.3642,0.3387,0.3557,0.0426,0.0186
2015-08-24,00:00:00,10668,4060,35456.0000,3470,11947.0000,1165,0.2934,0.3253,0.2704,0.2869,0.0176,0.0076,40540.0000,3943,14517.0000,1412,0.3355,0.3696,0.3286,0.3478,0.0471,0.0123
2015-08-25,00:00:00,9371,3432,29099.0000,2889,9909.0000,957,0.2750,0.3083,0.2624,0.2788,0.0152,0.0069,34574.0000,3406,12016.0000,1152,0.3267,0.3635,0.3182,0.3357,0.0368,0.0110
2015-08-26,00:00:00,8954,3842,27409.0000,2712,11612.0000,1105,0.2706,0.3029,0.2731,0.2876,0.0147,0.0075,32459.0000,3188,14051.0000,1329,0.3205,0.3560,0.3305,0.3459,0.0340,0.0121
